x.number,func1.number,func2.number,func3.number
8052,170,171,885
8053,943,614,902
8054,438,434,763
8055,523,462,139
8056,249,450,69
8057,484,117,650
8058,444,161,372
8059,330,582,149
8060,885,697,729
8061,432,789,68
8062,71,834,302
8063,147,955,121
8064,520,90,577
8065,600,93,206
8066,213,851,891
8067,976,956,673
8068,674,236,260
8069,936,880,301
8070,711,54,888
8071,801,70,995
8072,319,484,593
8073,8,156,860
8074,571,221,429
8075,334,281,189
8076,838,380,300
8077,59,644,105
8078,44,192,364
8079,854,92,427
8080,631,822,740
8081,106,79,881
8082,48,901,215
8083,324,465,441
8084,501,249,696
8085,751,342,138
8086,391,92,704
8087,474,592,495
8088,59,825,788
8089,778,58,133
8090,795,261,970
8091,315,344,242
8092,984,486,614
8093,913,87,497
8094,622,702,321
8095,411,494,386
8096,515,959,753
8097,565,317,776
8098,489,963,352
8099,987,112,102
8100,893,164,263
8101,543,553,62
8102,101,268,885
8103,520,474,529
8104,302,261,498
8105,174,543,332
8106,977,262,245
8107,625,489,449
8108,901,872,541
8109,199,536,125
8110,367,41,644
8111,942,482,645
8112,152,509,507
8113,174,949,560
8114,774,114,461
8115,717,468,465
8116,39,661,56
8117,742,17,378
8118,983,984,653
8119,699,560,679
8120,990,823,349
8121,170,320,96
8122,114,652,639
8123,996,866,672
8124,785,167,772
8125,112,462,44
8126,967,684,20
8127,795,471,400
8128,654,801,100
8129,894,526,876
8130,369,921,565
8131,776,657,691
8132,336,443,445
8133,699,551,347
8134,294,735,317
8135,758,961,420
8136,960,492,54
8137,188,937,31
8138,925,255,750
8139,620,810,826
8140,535,980,311
8141,668,197,288
8142,700,509,769
8143,962,356,216
8144,362,354,123
8145,216,137,536
8146,714,797,433
8147,279,122,165
8148,529,978,966
8149,860,154,758
8150,148,870,946
8151,420,521,477
8152,510,411,765
8153,547,171,418
8154,326,74,373
8155,250,560,110
8156,16,584,703
8157,216,958,841
8158,430,603,850
8159,436,695,323
8160,79,662,437
8161,751,841,696
8162,148,358,718
8163,774,451,421
8164,915,811,970
8165,165,816,454
8166,455,16,464
8167,256,86,621
8168,184,855,348
8169,454,936,718
8170,398,714,555
8171,942,529,493
8172,600,887,287
8173,32,63,200
8174,188,56,216
8175,838,716,331
8176,139,84,910
8177,700,546,557
8178,849,619,951
8179,867,345,545
8180,625,956,744
8181,360,199,904
8182,481,375,26
8183,663,544,687
8184,614,461,926
8185,721,769,588
8186,836,843,678
8187,240,712,58
8188,746,763,387
8189,501,376,696
8190,192,24,407
8191,658,785,569
8192,461,244,285
8193,722,643,521
8194,949,112,510
8195,723,941,269
8196,60,148,666
8197,176,309,857
8198,315,564,324
8199,481,941,346
8200,801,501,187
8201,69,675,640
8202,957,256,23
8203,299,955,660
8204,177,393,829
8205,38,255,842
8206,83,330,652
8207,215,848,706
8208,918,294,879
8209,734,165,965
8210,362,715,79
8211,399,942,808
8212,447,149,293
8213,219,951,624
8214,92,630,805
8215,668,65,709
8216,416,335,143
8217,740,230,23
8218,804,881,636
8219,201,481,659
8220,228,982,490
8221,734,510,816
8222,624,975,853
8223,915,281,63
8224,241,281,676
8225,288,211,833
8226,445,52,628
8227,857,205,737
8228,350,207,341
8229,179,328,725
8230,291,352,688
8231,237,134,256
8232,250,418,190
8233,167,603,677
8234,863,415,706
8235,600,652,881
8236,579,47,392
8237,106,865,20
8238,460,53,94
8239,765,232,139
8240,823,496,808
8241,180,961,552
8242,941,665,322
8243,578,596,702
8244,376,941,379
8245,824,160,582
8246,358,359,213
8247,20,198,329
8248,689,280,397
8249,427,85,736
8250,860,853,141
8251,336,74,630
8252,527,330,497
8253,605,51,839
8254,399,536,580
8255,602,455,405
8256,934,682,485
8257,654,555,564
8258,240,808,620
8259,410,273,671
8260,631,246,15
8261,306,877,839
8262,36,939,857
8263,1,364,490
8264,769,988,553
8265,332,446,102
8266,572,780,716
8267,543,929,507
8268,86,814,795
8269,315,561,171
8270,56,437,555
8271,846,569,541
8272,587,473,109
8273,552,319,69
8274,45,930,873
8275,865,809,299
8276,876,843,5
8277,17,607,215
8278,886,197,532
8279,256,53,623
8280,861,579,937
8281,423,876,695
8282,916,117,817
8283,217,196,736
8284,566,844,47
8285,980,599,453
8286,884,523,536
8287,471,343,359
8288,423,809,831
8289,548,894,889
8290,734,171,877
8291,980,679,925
8292,509,334,305
8293,250,141,153
8294,130,420,180
8295,138,406,629
8296,7,322,778
8297,65,577,47
8298,4,897,333
8299,208,168,876
8300,327,714,835
8301,700,100,17
8302,14,585,635
8303,587,883,269
8304,518,12,754
8305,111,950,702
8306,967,206,171
8307,658,554,691
8308,36,78,206
8309,874,915,802
8310,216,122,979
8311,557,630,125
8312,458,109,302
8313,862,850,573
8314,227,199,561
8315,523,101,493
8316,324,304,320
8317,688,932,266
8318,921,67,895
8319,91,291,359
8320,816,806,200
8321,695,697,983
8322,450,391,128
8323,666,702,563
8324,2,679,499
8325,120,558,661
8326,386,815,284
8327,825,878,717
8328,606,697,694
8329,731,11,725
8330,409,357,253
8331,85,427,173
8332,532,254,377
8333,761,119,570
8334,276,970,617
8335,647,55,803
8336,336,152,77
8337,527,127,341
8338,389,40,991
8339,908,113,432
8340,823,156,179
8341,824,687,212
8342,842,627,358
8343,971,985,215
8344,618,537,630
8345,342,530,189
8346,253,38,195
8347,88,61,16
8348,808,18,778
8349,185,303,453
8350,449,229,995
8351,106,284,646
8352,953,585,147
8353,26,113,634
8354,192,772,999
8355,984,213,687
8356,235,651,379
8357,241,819,124
8358,793,465,594
8359,818,830,972
8360,397,688,685
8361,822,667,395
8362,788,230,639
8363,993,462,502
8364,507,457,13
8365,284,550,975
8366,413,188,32
8367,180,765,884
8368,89,60,36
8369,655,286,395
8370,955,193,885
8371,193,419,632
8372,330,82,353
8373,564,244,388
8374,626,628,549
8375,9,679,547
8376,386,621,313
8377,74,591,519
8378,780,414,167
8379,974,299,739
8380,47,813,124
8381,353,807,707
8382,488,448,569
8383,76,700,911
8384,398,798,897
8385,737,605,348
8386,448,580,909
8387,341,434,714
8388,664,830,322
8389,601,227,276
8390,418,553,341
8391,583,655,384
8392,967,174,122
8393,512,966,974
8394,378,288,964
8395,461,727,748
8396,117,217,652
8397,318,670,33
8398,622,64,73
8399,180,924,951
8400,973,941,65
8401,790,425,456
8402,749,653,508
8403,688,205,231
8404,414,393,628
8405,910,845,107
8406,831,242,210
8407,640,77,486
8408,129,670,803
8409,20,662,291
8410,543,618,879
8411,805,563,872
8412,932,828,369
8413,624,482,723
8414,675,305,367
8415,921,90,170
8416,538,383,321
8417,844,414,796
8418,766,814,399
8419,622,331,636
8420,832,831,649
8421,990,208,933
8422,196,826,274
8423,318,281,231
8424,947,774,870
8425,497,822,369
8426,811,930,180
8427,786,505,463
8428,606,497,893
8429,751,265,436
8430,393,462,740
8431,84,990,168
8432,425,840,554
8433,5,246,874
8434,762,589,455
8435,573,669,731
8436,226,175,795
8437,602,510,884
8438,544,199,538
8439,769,695,591
8440,145,726,698
8441,909,452,607
8442,825,966,746
8443,817,422,234
8444,236,290,335
8445,44,871,226
8446,10,757,445
8447,672,487,706
8448,458,243,64
8449,79,288,134
8450,127,375,566
8451,217,219,454
8452,851,472,833
8453,223,914,102
8454,223,201,716
8455,797,952,360
8456,16,644,554
8457,660,803,397
8458,194,94,725
8459,192,386,492
8460,194,480,577
8461,611,857,506
8462,875,1000,532
8463,213,113,258
8464,299,654,412
8465,997,9,534
8466,279,505,137
8467,445,729,313
8468,603,843,447
8469,517,641,439
8470,243,628,584
8471,203,864,368
8472,426,960,475
8473,926,712,261
8474,214,233,737
8475,494,717,170
8476,366,496,281
8477,917,217,594
8478,943,529,897
8479,716,745,530
8480,582,422,496
8481,806,827,322
8482,543,80,774
8483,65,267,594
8484,146,384,532
8485,877,779,92
8486,147,302,905
8487,679,294,435
8488,184,47,710
8489,754,898,266
8490,530,760,752
8491,574,15,275
8492,251,981,495
8493,196,407,195
8494,930,966,338
8495,685,560,974
8496,683,578,831
8497,929,817,214
8498,912,665,666
8499,508,283,933
8500,781,20,365
8501,509,667,938
8502,519,129,983
8503,316,149,936
8504,717,436,927
8505,429,915,382
8506,77,32,231
8507,916,566,475
8508,6,86,947
8509,67,48,735
8510,664,733,42
8511,450,844,250
8512,502,495,211
8513,172,806,918
8514,863,150,916
8515,953,320,673
8516,212,518,358
8517,612,864,312
8518,320,544,372
8519,931,654,888
8520,650,991,627
8521,148,391,167
8522,176,39,421
8523,736,714,231
8524,220,306,419
8525,58,704,374
8526,629,447,126
8527,489,670,816
8528,756,218,193
8529,905,784,474
8530,197,358,942
8531,689,984,521
8532,8,876,185
8533,935,616,920
8534,146,435,962
8535,723,953,214
8536,658,128,23
8537,636,599,216
8538,375,352,112
8539,395,782,7
8540,225,46,546
8541,510,776,537
8542,841,320,670
8543,447,259,154
8544,518,783,559
8545,284,995,447
8546,449,925,169
8547,954,127,549
8548,192,859,528
8549,205,814,12
8550,758,247,845
8551,298,24,242
8552,367,294,170
8553,440,191,558
8554,662,898,108
8555,760,945,728
8556,771,775,653
8557,325,222,728
8558,780,172,350
8559,235,509,219
8560,479,344,491
8561,519,971,267
8562,976,887,684
8563,595,115,394
8564,963,140,950
8565,974,672,670
8566,399,870,910
8567,615,114,249
8568,339,2,449
8569,719,584,835
8570,353,899,988
8571,274,957,92
8572,416,897,845
8573,243,399,664
8574,204,268,321
8575,760,138,293
8576,173,953,903
8577,147,362,120
8578,273,979,813
8579,142,137,569
8580,347,701,985
8581,351,463,379
8582,402,732,35
8583,942,110,346
8584,215,945,442
8585,315,848,940
8586,122,891,560
8587,66,649,698
8588,681,364,717
8589,252,386,255
8590,202,313,810
8591,374,529,732
8592,735,185,767
8593,288,199,784
8594,229,786,846
8595,700,76,306
8596,462,557,474
8597,514,576,470
8598,81,544,249
8599,868,387,363
8600,112,494,342
8601,310,624,223
8602,857,105,494
8603,83,236,32
8604,746,680,504
8605,540,354,224
8606,755,804,399
8607,402,322,607
8608,848,624,989
8609,397,519,854
8610,391,451,847
8611,273,868,232
8612,627,785,377
8613,311,922,589
8614,918,968,773
8615,694,351,414
8616,132,753,980
8617,30,417,104
8618,316,300,1
8619,939,272,335
8620,712,468,311
8621,137,971,776
8622,772,112,720
8623,199,255,597
8624,157,959,308
8625,703,381,920
8626,188,52,381
8627,630,903,250
8628,887,376,879
8629,969,654,353
8630,822,611,940
8631,119,232,755
8632,231,339,579
8633,312,141,506
8634,898,753,95
8635,761,600,67
8636,20,39,311
8637,715,509,780
8638,754,559,554
8639,616,992,471
8640,860,912,495
8641,375,56,616
8642,764,850,582
8643,644,779,919
8644,889,95,924
8645,269,557,143
8646,323,736,273
8647,776,226,55
8648,190,126,358
8649,975,419,758
8650,263,419,423
8651,116,728,255
8652,31,660,577
8653,204,952,888
8654,877,647,894
8655,202,259,539
8656,140,85,816
8657,651,12,421
8658,497,268,955
8659,55,278,118
8660,339,40,177
8661,140,713,53
8662,859,313,208
8663,948,33,541
8664,917,500,702
8665,913,104,714
8666,601,330,194
8667,474,828,930
8668,613,579,596
8669,5,212,423
8670,877,653,518
8671,706,343,280
8672,266,627,256
8673,478,371,75
8674,758,93,349
8675,126,263,320
8676,484,68,660
8677,507,611,824
8678,902,155,723
8679,862,457,9
8680,360,454,360
8681,800,229,569
8682,410,209,455
8683,672,713,2
8684,223,951,824
8685,595,74,476
8686,629,961,454
8687,581,743,550
8688,517,197,342
8689,970,314,937
8690,930,147,788
8691,659,900,504
8692,747,474,732
8693,288,51,122
8694,985,534,156
8695,944,510,760
8696,223,743,156
8697,235,441,930
8698,110,145,556
8699,999,463,338
8700,658,531,140
8701,592,977,832
8702,332,352,56
8703,391,455,620
8704,687,948,343
8705,926,175,940
8706,57,714,909
8707,889,634,892
8708,585,405,982
8709,197,410,529
8710,675,609,560
8711,70,873,233
8712,720,338,485
8713,785,111,533
8714,425,215,128
8715,994,849,567
8716,867,225,340
8717,998,473,430
8718,685,622,845
8719,301,157,435
8720,464,707,414
8721,393,52,56
8722,376,522,458
8723,396,377,581
8724,212,664,717
8725,814,13,268
8726,158,553,464
8727,677,22,821
8728,380,316,598
8729,1,13,114
8730,189,648,92
8731,786,288,826
8732,535,874,268
8733,646,285,742
8734,999,673,303
8735,273,379,391
8736,518,699,221
8737,985,180,804
8738,542,345,982
8739,687,109,830
8740,916,288,692
8741,501,756,779
8742,106,364,282
8743,614,280,110
8744,795,988,856
8745,317,851,216
8746,840,938,844
8747,780,168,208
8748,91,720,908
8749,603,897,111
8750,727,792,474
8751,599,787,947
8752,816,306,797
8753,336,876,622
8754,660,584,802
8755,152,861,870
8756,493,511,36
8757,273,470,560
8758,342,937,253
8759,340,135,121
8760,671,828,99
8761,570,66,429
8762,833,587,26
8763,419,191,919
8764,305,417,645
8765,857,463,711
8766,801,918,103
8767,116,137,860
8768,636,445,147
8769,96,814,384
8770,734,945,580
8771,598,6,436
8772,547,110,208
8773,853,682,658
8774,526,666,25
8775,259,759,120
8776,652,538,458
8777,874,445,129
8778,642,630,677
8779,611,825,670
8780,449,677,969
8781,520,406,182
8782,55,950,86
8783,355,591,388
8784,919,281,961
8785,693,703,281
8786,565,708,280
8787,129,233,812
8788,599,804,288
8789,740,699,805
8790,871,765,525
8791,951,620,141
8792,926,782,834
8793,566,775,236
8794,177,157,230
8795,255,164,469
8796,446,891,763
8797,163,517,69
8798,838,696,766
8799,897,306,826
8800,314,678,826
8801,770,625,380
8802,710,481,351
8803,138,492,990
8804,495,55,180
8805,712,77,638
8806,214,838,803
8807,115,916,532
8808,311,748,632
8809,450,203,264
8810,441,700,301
8811,187,255,340
8812,608,419,834
8813,474,125,699
8814,852,947,554
8815,109,38,457
8816,889,494,655
8817,873,954,852
8818,6,489,590
8819,862,373,69
8820,897,987,445
8821,651,21,170
8822,391,198,856
8823,161,763,160
8824,879,252,675
8825,563,175,384
8826,485,24,280
8827,518,504,709
8828,108,790,817
8829,405,674,718
8830,883,310,108
8831,269,548,701
8832,861,728,123
8833,694,117,528
8834,984,474,153
8835,410,209,334
8836,12,898,210
8837,199,98,344
8838,99,342,201
8839,54,193,518
8840,121,597,627
8841,701,488,645
8842,225,304,695
8843,100,737,251
8844,644,838,751
8845,126,330,353
8846,473,456,517
8847,192,165,628
8848,13,977,294
8849,330,481,885
8850,652,279,870
8851,411,404,480
8852,553,214,959
8853,442,394,814
8854,466,566,270
8855,564,176,561
8856,948,610,916
8857,568,25,661
8858,863,252,362
8859,973,692,828
8860,956,708,334
8861,143,126,954
8862,71,328,644
8863,565,830,563
8864,763,72,159
8865,437,387,940
8866,249,929,253
8867,987,390,420
8868,291,936,884
8869,168,454,208
8870,23,591,375
8871,740,747,247
8872,862,584,858
8873,719,327,234
8874,778,570,395
8875,486,544,993
8876,328,828,98
8877,83,994,417
8878,261,552,645
8879,458,692,450
8880,122,78,521
8881,829,697,337
8882,728,138,768
8883,920,408,572
8884,276,513,138
8885,29,501,778
8886,148,454,132
8887,769,829,749
8888,578,964,214
8889,405,981,721
8890,212,970,240
8891,186,402,958
8892,726,211,684
8893,51,451,254
8894,688,668,714
8895,696,698,671
8896,755,763,515
8897,4,444,723
8898,243,149,98
8899,255,21,386
8900,489,605,471
8901,421,525,973
8902,440,1,725
8903,434,151,886
8904,737,433,99
8905,177,798,804
8906,969,748,567
8907,769,793,401
8908,286,58,390
8909,840,727,381
8910,561,717,609
8911,919,979,331
8912,161,98,910
8913,6,75,727
8914,562,887,46
8915,371,699,610
8916,645,348,106
8917,598,245,348
8918,210,636,416
8919,444,447,785
8920,589,925,43
8921,616,58,643
8922,62,307,321
8923,916,300,751
8924,847,840,303
8925,631,209,272
8926,353,7,402
8927,532,428,175
8928,364,701,719
8929,394,312,79
8930,656,285,207
8931,554,322,946
8932,741,26,941
8933,907,371,146
8934,828,389,400
8935,806,680,758
8936,365,118,770
8937,394,797,649
8938,880,130,354
8939,675,76,888
8940,864,46,274
8941,833,194,84
8942,70,732,817
8943,159,114,105
8944,96,259,11
8945,264,693,756
8946,962,95,213
8947,878,65,412
8948,205,418,475
8949,368,180,470
8950,738,370,309
8951,24,244,63
8952,933,830,114
8953,981,761,96
8954,454,730,659
8955,427,386,463
8956,480,804,961
8957,662,604,544
8958,581,465,486
8959,709,794,475
8960,380,433,673
8961,335,872,716
8962,740,335,715
8963,380,113,736
8964,849,755,813
8965,527,258,899
8966,916,430,713
8967,561,723,912
8968,460,913,528
8969,752,77,376
8970,76,59,576
8971,358,975,647
8972,761,340,758
8973,171,199,749
8974,84,443,979
8975,77,789,440
8976,413,791,409
8977,725,641,685
8978,409,448,872
8979,480,771,855
8980,244,453,861
8981,105,266,939
8982,728,56,928
8983,484,609,256
8984,927,99,907
8985,729,85,208
8986,325,644,48
8987,967,271,327
8988,839,165,658
8989,221,883,845
8990,325,260,901
8991,807,938,262
8992,139,168,368
8993,248,79,755
8994,763,706,994
8995,756,706,544
8996,601,397,327
8997,756,500,625
8998,944,612,156
8999,892,415,763
9000,319,581,863
9001,730,425,335
9002,426,312,66
9003,636,666,963
9004,975,860,516
9005,994,369,300
9006,313,479,736
9007,632,422,840
9008,246,423,946
9009,142,919,762
9010,434,170,723
9011,327,833,410
9012,665,378,932
9013,64,946,328
9014,14,712,574
9015,778,814,428
9016,645,763,810
9017,882,699,629
9018,404,824,276
9019,466,358,616
9020,525,597,52
9021,879,915,727
9022,916,117,764
9023,973,380,976
9024,154,981,447
9025,390,153,917
9026,43,899,648
9027,493,229,738
9028,545,575,662
9029,291,326,846
9030,350,104,125
9031,216,643,763
9032,298,866,104
9033,530,478,244
9034,874,551,315
9035,485,479,986
9036,477,864,500
9037,634,990,526
9038,579,764,38
9039,872,531,934
9040,903,947,224
9041,266,121,923
9042,769,288,238
9043,819,192,126
9044,799,778,279
9045,27,324,685
9046,745,113,118
9047,248,860,911
9048,553,776,817
9049,677,575,359
9050,276,492,642
9051,775,468,878
9052,60,705,510
9053,633,704,681
9054,362,890,197
9055,866,411,257
9056,134,52,946
9057,267,447,393
9058,701,908,675
9059,227,351,61
9060,904,999,132
9061,408,551,969
9062,821,468,123
9063,265,986,514
9064,915,883,922
9065,587,230,323
9066,194,110,826
9067,683,473,784
9068,364,859,967
9069,415,206,269
9070,998,121,630
9071,168,300,851
9072,877,391,158
9073,924,637,823
9074,751,190,462
9075,912,364,427
9076,129,379,869
9077,44,141,60
9078,11,49,677
9079,745,486,143
9080,807,109,488
9081,629,798,377
9082,66,795,715
9083,807,321,945
9084,103,505,896
9085,661,929,501
9086,50,418,88
9087,739,2,482
9088,661,499,351
9089,859,70,577
9090,596,517,974
9091,418,459,628
9092,970,465,576
9093,991,523,715
9094,697,777,149
9095,206,489,147
9096,145,38,569
9097,802,353,671
9098,635,984,135
9099,196,60,37
9100,248,561,911
9101,960,8,383
9102,528,533,871
9103,600,645,446
9104,373,50,867
9105,448,452,91
9106,884,258,198
9107,219,332,429
9108,156,646,302
9109,117,353,697
9110,893,67,537
9111,912,900,22
9112,249,166,616
9113,181,447,534
9114,693,633,685
9115,63,538,23
9116,855,493,68
9117,233,120,915
9118,506,849,975
9119,449,90,185
9120,934,336,188
9121,9,111,559
9122,140,321,599
9123,260,692,235
9124,472,764,108
9125,14,473,617
9126,145,260,600
9127,355,502,766
9128,578,312,140
9129,149,445,232
9130,467,592,498
9131,844,114,787
9132,151,157,32
9133,799,809,277
9134,756,532,865
9135,979,423,823
9136,764,899,577
9137,664,613,601
9138,100,999,798
9139,325,7,820
9140,846,648,704
9141,92,875,121
9142,246,724,25
9143,9,551,341
9144,877,143,507
9145,436,120,580
9146,271,605,134
9147,472,249,750
9148,179,630,667
9149,996,205,36
9150,816,306,550
9151,342,504,996
9152,209,20,278
9153,793,926,537
9154,118,70,752
9155,41,759,672
9156,331,273,622
9157,904,389,250
9158,542,120,684
9159,968,159,737
9160,441,257,293
9161,634,589,265
9162,42,540,519
9163,298,603,134
9164,678,17,998
9165,198,193,683
9166,489,744,45
9167,979,777,975
9168,826,262,258
9169,72,809,143
9170,385,494,166
9171,506,973,643
9172,525,925,963
9173,57,458,478
9174,828,599,320
9175,677,695,156
9176,563,82,958
9177,28,737,43
9178,827,283,423
9179,260,410,391
9180,572,862,310
9181,28,999,745
9182,7,747,158
9183,139,511,541
9184,164,88,910
9185,926,456,235
9186,772,324,88
9187,865,282,240
9188,575,432,573
9189,835,877,143
9190,817,414,834
9191,512,823,859
9192,418,97,116
9193,816,527,369
9194,844,581,329
9195,282,992,172
9196,676,467,48
9197,320,64,980
9198,939,831,506
9199,438,866,852
9200,612,538,453
9201,765,959,223
9202,826,73,775
9203,632,42,226
9204,93,284,222
9205,527,690,618
9206,357,221,567
9207,810,293,390
9208,908,122,577
9209,741,243,279
9210,591,626,910
9211,113,73,971
9212,464,185,16
9213,571,558,535
9214,253,885,798
9215,830,435,149
9216,778,253,316
9217,324,783,491
9218,621,251,261
9219,177,918,372
9220,275,906,173
9221,800,327,778
9222,627,207,634
9223,626,133,305
9224,81,885,88
9225,342,534,171
9226,495,378,441
9227,864,300,354
9228,351,946,872
9229,112,808,709
9230,180,966,317
9231,393,553,126
9232,143,276,805
9233,894,826,647
9234,709,13,433
9235,358,649,678
9236,365,939,214
9237,928,889,741
9238,147,871,528
9239,814,388,531
9240,476,496,363
9241,762,264,655
9242,18,612,964
9243,31,639,400
9244,493,645,338
9245,277,246,837
9246,65,167,591
9247,148,925,630
9248,740,1,110
9249,246,684,805
9250,636,149,374
9251,754,738,791
9252,185,392,574
9253,560,801,63
9254,750,378,616
9255,645,922,613
9256,348,588,551
9257,166,921,507
9258,102,804,292
9259,87,776,312
9260,82,385,300
9261,479,789,446
9262,571,662,957
9263,713,435,439
9264,488,424,181
9265,883,110,93
9266,147,936,995
9267,288,517,215
9268,528,747,336
9269,681,436,625
9270,53,669,852
9271,387,819,406
9272,399,937,528
9273,453,396,215
9274,962,843,183
9275,148,618,452
9276,515,184,865
9277,306,700,900
9278,971,364,764
9279,301,583,20
9280,993,444,200
9281,58,142,836
9282,523,916,354
9283,483,707,637
9284,36,264,879
9285,469,146,702
9286,613,500,608
9287,904,177,487
9288,251,834,672
9289,892,781,353
9290,402,469,980
9291,619,836,624
9292,169,989,216
9293,300,210,895
9294,964,811,454
9295,747,595,675
9296,423,914,429
9297,582,1000,720
9298,498,996,503
9299,339,693,649
9300,311,740,418
9301,682,167,808
9302,520,584,57
9303,43,594,222
9304,40,888,525
9305,261,241,36
9306,823,406,211
9307,54,257,427
9308,488,823,250
9309,99,705,878
9310,817,599,597
9311,44,341,412
9312,738,781,354
9313,253,173,759
9314,589,419,852
9315,897,995,127
9316,675,188,736
9317,813,128,41
9318,743,884,815
9319,66,140,448
9320,184,98,811
9321,176,270,282
9322,380,959,885
9323,975,392,394
9324,641,894,951
9325,345,928,876
9326,513,497,538
9327,566,842,900
9328,151,756,2
9329,51,951,235
9330,978,763,552
9331,908,972,502
9332,275,749,221
9333,31,405,297
9334,285,433,12
9335,21,806,81
9336,697,38,459
9337,863,528,358
9338,741,211,186
9339,648,160,255
9340,641,900,869
9341,371,882,311
9342,789,652,506
9343,556,346,369
9344,396,162,315
9345,718,152,736
9346,702,588,428
9347,124,479,523
9348,526,184,556
9349,160,769,374
9350,878,981,968
9351,491,812,631
9352,571,624,120
9353,833,652,718
9354,958,844,514
9355,450,435,497
9356,854,196,132
9357,728,85,703
9358,717,621,567
9359,756,369,708
9360,369,497,417
9361,763,293,851
9362,676,112,971
9363,994,128,128
9364,587,144,332
9365,748,613,936
9366,29,406,995
9367,160,433,178
9368,981,561,728
9369,347,76,190
9370,879,426,833
9371,447,784,177
9372,503,343,878
9373,368,797,187
9374,744,270,658
9375,86,566,172
9376,429,238,928
9377,44,43,631
9378,959,41,172
9379,535,137,530
9380,36,688,966
9381,201,147,291
9382,650,212,681
9383,159,939,821
9384,728,267,684
9385,670,90,329
9386,582,412,387
9387,737,493,159
9388,709,199,489
9389,856,930,340
9390,877,959,57
9391,996,221,348
9392,979,376,132
9393,119,167,166
9394,338,520,105
9395,331,484,534
9396,578,217,252
9397,344,563,847
9398,977,471,790
9399,508,2,407
9400,750,544,787
9401,229,309,384
9402,318,557,647
9403,731,422,396
9404,611,507,621
9405,543,576,702
9406,644,12,562
9407,672,654,671
9408,627,432,976
9409,129,156,468
9410,231,558,270
9411,632,282,484
9412,928,537,174
9413,194,892,411
9414,717,611,563
9415,409,285,174
9416,783,255,714
9417,872,435,28
9418,663,609,151
9419,300,175,732
9420,869,460,434
9421,339,1000,678
9422,142,137,567
9423,128,372,855
9424,68,309,83
9425,678,737,603
9426,758,994,281
9427,358,235,611
9428,667,906,328
9429,524,250,703
9430,45,861,370
9431,27,119,828
9432,943,214,831
9433,955,733,286
9434,621,465,913
9435,321,828,396
9436,608,269,325
9437,231,540,967
9438,816,23,805
9439,228,884,990
9440,462,410,905
9441,773,156,998
9442,693,996,574
9443,655,730,5
9444,679,717,445
9445,140,291,227
9446,301,273,635
9447,151,240,219
9448,374,780,841
9449,987,498,789
9450,878,11,932
9451,657,447,531
9452,972,379,750
9453,989,965,363
9454,601,986,343
9455,292,258,861
9456,492,889,603
9457,712,966,849
9458,134,327,331
9459,923,704,329
9460,793,150,920
9461,730,821,655
9462,514,266,154
9463,587,641,466
9464,726,38,714
9465,186,256,949
9466,597,647,342
9467,520,690,541
9468,961,480,618
9469,902,190,291
9470,362,498,708
9471,799,613,482
9472,62,576,953
9473,172,908,391
9474,953,430,744
9475,250,350,384
9476,262,46,176
9477,538,862,205
9478,626,246,422
9479,57,595,944
9480,263,679,847
9481,388,897,117
9482,176,596,422
9483,942,349,187
9484,860,11,267
9485,601,203,1000
9486,146,866,868
9487,72,696,359
9488,628,178,13
9489,226,76,505
9490,812,740,801
9491,331,714,332
9492,787,275,223
9493,914,769,993
9494,250,82,67
9495,479,297,313
9496,395,182,54
9497,556,986,936
9498,611,634,651
9499,67,649,304
9500,907,248,832
9501,50,870,667
9502,775,975,763
9503,637,752,626
9504,321,221,272
9505,538,731,615
9506,115,800,726
9507,703,132,713
9508,85,77,781
9509,461,569,559
9510,947,807,204
9511,976,564,499
9512,543,98,574
9513,7,583,623
9514,491,315,540
9515,868,503,261
9516,27,288,80
9517,882,755,952
9518,13,158,310
9519,755,70,304
9520,725,120,639
9521,286,559,955
9522,923,608,502
9523,309,124,153
9524,181,616,514
9525,30,1000,290
9526,612,427,383
9527,871,548,554
9528,933,458,258
9529,76,922,224
9530,992,447,548
9531,539,711,454
9532,72,87,104
9533,978,360,118
9534,47,819,337
9535,19,218,648
9536,202,40,465
9537,793,502,748
9538,555,730,539
9539,453,92,217
9540,636,476,476
9541,665,161,423
9542,820,512,937
9543,546,94,34
9544,418,480,386
9545,139,103,509
9546,576,350,244
9547,483,978,342
9548,808,364,659
9549,108,894,999
9550,887,355,223
9551,555,577,441
9552,472,920,274
9553,694,348,95
9554,910,536,856
9555,820,760,132
9556,963,723,542
9557,614,774,663
9558,610,526,251
9559,934,77,107
9560,678,653,682
9561,729,350,277
9562,102,293,9
9563,313,341,936
9564,731,831,392
9565,10,9,530
9566,279,403,819
9567,401,702,339
9568,796,80,991
9569,937,208,895
9570,300,124,761
9571,320,11,517
9572,223,393,972
9573,46,403,170
9574,429,7,868
9575,943,978,255
9576,803,799,497
9577,761,511,649
9578,768,370,110
9579,640,777,162
9580,974,909,446
9581,439,329,328
9582,847,796,592
9583,446,967,374
9584,539,260,27
9585,718,811,253
9586,899,12,32
9587,367,851,216
9588,517,455,355
9589,999,112,73
9590,4,769,411
9591,163,832,593
9592,283,188,9
9593,676,804,314
9594,318,423,963
9595,500,682,364
9596,869,924,136
9597,376,583,738
9598,725,324,55
9599,251,81,122
9600,789,724,550
9601,612,241,124
9602,93,168,437
9603,591,758,125
